Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1300421,22-Jul-15,30-May-14,29101459,2910145900,29101459,100,1893,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300421,SRX554226,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621511,SAMN02740138,simple,38832,Micromonas,MMETSP1084,,,,,,,no,,,,,NCGR,SRA167331,,public,6933B3E9FF61AD6486DB450D7A81CAC9,9FB6BBFE4A6DBCE8AD21BFB191A264D2
SRR1300422,22-Jul-15,30-May-14,18277138,1827713800,18277138,100,1157,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300422,SRX554227,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621512,SAMN02740170,simple,41879,Pycnococcus,MMETSP1085,,,,,,,no,,,,,NCGR,SRA167331,,public,D1999A7EBBE39B818254A4A0258C07B9,22E9C5BF898BA2C6329EA4629D197C9E
SRR1300423,22-Jul-15,30-May-14,22151133,2215113300,22151133,100,1425,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300423,SRX554228,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621513,SAMN02740052,simple,37098,Isochrysis,MMETSP1090,,,,,,,no,,,,,NCGR,SRA167331,,public,ECAF30ADDAD31122F5D74150B31E5EAD,EB2BC5BFB054D3734307A9E980AD21BB
SRR1300424,22-Jul-15,30-May-14,27334446,2733444600,27334446,100,1793,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300424,SRX554229,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621514,SAMN02740594,simple,38817,Gephyrocapsa oceanica,MMETSP1363,,,,,,,no,,,,,NCGR,SRA167331,,public,4A8CB7688C65BF657A035FD2B208DD63,1E1C130F68801BA8E434F6B27C235AD4
SRR1300425,22-Jul-15,30-May-14,26409427,2640942700,26409427,100,1730,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300425,SRX554230,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621515,SAMN02740595,simple,38817,Gephyrocapsa oceanica,MMETSP1364,,,,,,,no,,,,,NCGR,SRA167331,,public,D89A57801A24775088C3B9912EC47433,9D4B5E3F632E3974F0DB7BC43615D1C1
SRR1300426,22-Jul-15,30-May-14,25139297,2513929700,25139297,100,1649,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300426,SRX554231,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621516,SAMN02740596,simple,38817,Gephyrocapsa oceanica,MMETSP1365,,,,,,,no,,,,,NCGR,SRA167331,,public,B7446AC743C63A0A3BF24BACD3A5AE93,13CCA327C07316860A0AB97FA399A905
SRR1300427,22-Jul-15,30-May-14,30370576,3037057600,30370576,100,1994,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300427,SRX554232,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621517,SAMN02740597,simple,38817,Gephyrocapsa oceanica,MMETSP1366,,,,,,,no,,,,,NCGR,SRA167331,,public,27F9B0C52E48CA4369E1997FF5EE1EC9,0223D803BD8FB35366591348D886D737
SRR1300428,22-Jul-15,30-May-14,24159479,2415947900,24159479,100,1474,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300428,SRX554233,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621518,SAMN02739977,simple,1486889,Polyblepharides amylifera,MMETSP1081,,,,,,,no,,,,,NCGR,SRA167331,,public,90DD81C9491CCB0371E263DFAB8BBE33,55CDD472526674475BDEEBC54FBD6261
SRR1300429,22-Jul-15,30-May-14,24129872,2412987200,24129872,100,1508,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300429,SRX554234,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621519,SAMN02740057,simple,1073,Rhodopseudomonas,MMETSP1091,,,,,,,no,,,,,NCGR,SRA167331,,public,35D28320831745931DB1C7E07F0433F8,5FC7B42F49F6BB8903F2263308F4BF57
SRR1300430,22-Jul-15,30-May-14,24730729,2473072900,24730729,100,1541,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300430,SRX554235,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621520,SAMN02740598,simple,2950,Symbiodinium sp.,MMETSP1367,,,,,,,no,,,,,NCGR,SRA167331,,public,150BA8CF2C620817F5215F1C007CD429,01A272D699CFF53B3DE5249C7902BDEC
SRR1300431,22-Jul-15,30-May-14,18106234,1810623400,18106234,100,1087,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300431,SRX554236,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621521,SAMN02740599,simple,2950,Symbiodinium sp.,MMETSP1369,,,,,,,no,,,,,NCGR,SRA167331,,public,3B0CDE0B77B036E16F7BEBAFCEC611D1,B84A3D9FBA866586432179AE75B883D0
SRR1300432,22-Jul-15,30-May-14,22256803,2225680300,22256803,100,1294,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300432,SRX554237,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621522,SAMN02740602,simple,2950,Symbiodinium sp.,MMETSP1374,,,,,,,no,,,,,NCGR,SRA167331,,public,E7894322FDBFDCCC6EC297C2EA84CCD4,2635B1985C00796B97D5F3487FACAE04
SRR1300433,22-Jul-15,13-Sep-15,21382811,2138281100,21382811,100,1243,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300433,SRX554238,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621523,SAMN02740238,simple,2950,Symbiodinium sp.,MMETSP1377,,,,,,,no,,,,,NCGR,SRA167331,,public,BB4F9F06FC82F450BB77EB0F3998706A,0399A4A49218D729A1883836BC55DB2C
SRR1300434,22-Jul-15,13-Sep-15,25189457,2518945700,25189457,100,1461,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300434,SRX554239,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621524,SAMN02740605,simple,43993,Ammonia sp.,MMETSP1384,,,,,,,no,,,,,NCGR,SRA167331,,public,290C640E8633D6FBECC1DEE835FE40BA,D773B0EA9A6639C4285B76A4BA6A51AD
SRR1300435,22-Jul-15,13-Sep-15,27000961,5400192200,27000961,200,3214,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300435,SRX554240,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621525,SAMN02740286,simple,49249,Ditylum brightwellii,MMETSP1012,,,,,,,no,,,,,NCGR,SRA167331,,public,8EF9F1FB82B06D28485803B1D24F4349,281F285C4212BE5774BE3C27FE15AE2E
SRR1300436,22-Jul-15,13-Sep-15,18658130,1865813000,18658130,100,1072,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300436,SRX554241,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621526,SAMN02740372,simple,49265,Thalassiosira rotula,MMETSP0913,,,,,,,no,,,,,NCGR,SRA167331,,public,E6B489FDB747546C1F54AA226C7A7A6E,0FAA36833AA87873F721FE28D191171D
SRR1300437,22-Jul-15,13-Sep-15,25906174,2590617400,25906174,100,1595,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300437,SRX554242,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621527,SAMN02740607,simple,38832,Micromonas,MMETSP1386,,,,,,,no,,,,,NCGR,SRA167331,,public,D320871BCD5CAD3E13F7AFDB30EF08A7,783D713D626A3C0819B26C1C0A896734
SRR1300438,22-Jul-15,13-Sep-15,24544932,2454493200,24544932,100,1524,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300438,SRX554243,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621528,SAMN02740139,simple,38832,Micromonas,MMETSP1387,,,,,,,no,,,,,NCGR,SRA167331,,public,C30C89B89B7B8CD88B93C608EA0A6628,C6D20BB1DF571FDE4077E5A596EBD6F6
SRR1300439,22-Jul-15,13-Sep-15,24044582,2404458200,24044582,100,1505,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300439,SRX554244,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621529,SAMN02740053,simple,37098,Isochrysis,MMETSP1388,,,,,,,no,,,,,NCGR,SRA167331,,public,477F42E699B57A6FF71E357494B869FF,A3EBDC2785A8E9C12095F193A383811A
SRR1300440,22-Jul-15,30-May-14,20548558,2054855800,20548558,100,1260,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300440,SRX554245,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621530,SAMN02740058,simple,1073,Rhodopseudomonas,MMETSP1389,,,,,,,no,,,,,NCGR,SRA167331,,public,0DB260734F5F4A7FDB8BBBD51C98CDB0,A6E440EBD28A85C25FE652ADCAA39F2F
SRR1300441,22-Jul-15,30-May-14,21876061,2187606100,21876061,100,1294,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300441,SRX554246,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621531,SAMN02740145,simple,38832,Micromonas,MMETSP1390,,,,,,,no,,,,,NCGR,SRA167331,,public,4753907EE0C978EB241FAC1BDB7169DE,7B0C0CDD294D898A14E5970BDCB0F16C
SRR1300442,22-Jul-15,30-May-14,6039816,603981600,6039816,100,374,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300442,SRX554247,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621532,SAMN02740074,simple,38832,Micromonas,MMETSP1393,,,,,,,no,,,,,NCGR,SRA167331,,public,ABBDBDBDF7E552906D6FA271D2CA40AE,CCD7F435932834C0D0E19814B3B8961E
SRR1300239,22-Jul-15,25-Jul-15,26044992,2604499200,26044992,100,1502,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300239,SRX554047,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621333,SAMN02740530,simple,44440,Chattonella subsalsa,MMETSP0949,,,,,,,no,,,,,NCGR,SRA167331,,public,EB328BE3E9AED410DF29DCD94C906986,5A21D5A90258A052D2963493A04BC812
SRR1300240,22-Jul-15,25-Jul-15,31259254,3125925400,31259254,100,1794,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300240,SRX554048,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621335,SAMN02740531,simple,44440,Chattonella subsalsa,MMETSP0950,,,,,,,no,,,,,NCGR,SRA167331,,public,98E0724CEC3D2E416730093D22ED5176,4F53404C87CF85A1FC84A51C992F71DA
SRR1300241,22-Jul-15,25-Jul-15,28862594,2886259400,28862594,100,1909,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300241,SRX554049,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621334,SAMN02740172,simple,100272,uncultured eukaryote,MMETSP0986,,,,,,,no,,,,,NCGR,SRA167331,,public,2E11475EC70435D9ED810D02BC498EFB,E8281F3500D1BAA3294E326B1E769FBC
SRR1300242,22-Jul-15,25-Jul-15,27791412,2779141200,27791412,100,1844,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300242,SRX554050,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621336,SAMN02740174,simple,100272,uncultured eukaryote,MMETSP0988,,,,,,,no,,,,,NCGR,SRA167331,,public,89FBB49E16FA74F0BAB158B6E2E62410,5788E9847EA4FFD209A5396C945A5272
SRR1300243,22-Jul-15,25-Jul-15,29877637,2987763700,29877637,100,1975,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300243,SRX554051,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621337,SAMN02740175,simple,100272,uncultured eukaryote,MMETSP0989,,,,,,,no,,,,,NCGR,SRA167331,,public,79AAC877515FCFBDF585F4269EA98975,021409F2808F70598F55F18C8FAC0459
SRR1300244,22-Jul-15,25-Jul-15,27139352,2713935200,27139352,100,1814,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300244,SRX554052,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621338,SAMN02740153,simple,100272,uncultured eukaryote,MMETSP0974,,,,,,,no,,,,,NCGR,SRA167331,,public,6CFF08F0864711B698B878905A5D50F3,3B6EC1A315523DFE9A7FF312667289A1
SRR1300245,22-Jul-15,25-Jul-15,22892231,2289223100,22892231,100,1634,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300245,SRX554053,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621339,SAMN02740154,simple,100272,uncultured eukaryote,MMETSP0975,,,,,,,no,,,,,NCGR,SRA167331,,public,0288195DDF1FB6FF6EA954AE28F9FB39,5F1D9FB8567879804B970F02833519C6
SRR1300246,22-Jul-15,25-Jul-15,38700657,3870065700,38700657,100,2732,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300246,SRX554054,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621340,SAMN02740161,simple,100272,uncultured eukaryote,MMETSP0990,,,,,,,no,,,,,NCGR,SRA167331,,public,AA6FC149CAECADDE1524869885FBE70A,E7CF2CD72908875F56F3D3A5DBCE99A7
