assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,gc_skew,at_skew,cpg_ratio,bases_n,proportion_n,linguistic_complexity,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,score,optimal_score,cutoff,SampleName
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1399.nt.fa.fixed.fa,6198,150,36817,12831381,2063.52404,241,4442,35,5245,75.85478,1163,2045,2947,4072,6673,0.48891999999999997,0.0026100000000000003,0.00414,2.54553,8784,0.0006799999999999999,0.29833000000000004,21528110,21156183,0.98272,19217547,0.8926700000000001,1938636,5143,17786,0.00139,1714,0.27654,9,0.00145,606,0.09777000000000001,680,0.10970999999999999,0.53765,0.5425,0.04448,MMETSP1399
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1400.nt.fa.fixed.fa,10524,150,25124,16581259,1561.3334300000001,870,5806,34,7822,79.10515,885,1680,2506,3596,6261,0.64694,-0.00197,0.00404,2.30507,19995,0.00121,0.22241999999999998,20630382,19818587,0.96065,16068086,0.77886,3750501,7608,47599,0.0028699999999999997,3401,0.32316999999999996,26,0.00247,2317,0.22016,911,0.08656,0.37794,0.3871,0.04918,MMETSP1400
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1401.nt.fa.fixed.fa,10592,150,29025,15041260,1409.03418,677,5655,15,8007,83.6033,795,1485,2175,3072,4958,0.6675,-0.0008,0.00324,2.57135,21669,0.00144,0.19835,21278952,20311323,0.9545299999999999,16152105,0.7590600000000001,4159218,6630,43596,0.0029,3023,0.2854,10,0.0009400000000000001,2398,0.2264,785,0.07411000000000001,0.3523,0.36858,0.27253,MMETSP1401
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1402.nt.fa.fixed.fa,9730,150,17679,11226522,1135.0369,1056,4053,7,6224,81.58111,626,1277,1962,2895,4785,0.65383,-0.0029,-0.00072,2.6072,15526,0.0013800000000000002,0.16477999999999998,18558086,17720720,0.95488,14536042,0.78327,3184678,6944,37861,0.00337,3512,0.36095,22,0.0022600000000000003,3114,0.32004,689,0.07081,0.33177,0.36,0.28154,MMETSP1402
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1403.nt.fa.fixed.fa,10208,150,25243,16098934,1559.71777,1027,5534,29,7381,77.01661999999999,912,1741,2615,3742,6393,0.64851,-0.0025800000000000003,0.00367,2.3080000000000003,23562,0.00146,0.22016,18284387,17767765,0.97175,15206795,0.83168,2560970,7428,50862,0.00316,3351,0.32827,33,0.00323,2624,0.25705,980,0.096,0.41062,0.42536999999999997,0.3172,MMETSP1403
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1404.nt.fa.fixed.fa,10541,150,26292,14965117,1401.08367,1139,5191,27,7151,78.94106,821,1603,2463,3502,6182,0.64518,-0.00023999999999999998,0.006490000000000001,2.2921099999999996,26633,0.0017800000000000001,0.20417000000000002,18268944,17485991,0.95714,14309285,0.7832600000000001,3176706,7533,49545,0.00331,3687,0.34978000000000004,25,0.00237,3470,0.32919,852,0.08083,0.35120999999999997,0.36388000000000004,0.03797,MMETSP1404
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1380.nt.fa.fixed.fa,18819,150,8987,14801075,764.61061,2382,5385,0,7514,63.22687,420,863,1245,1731,2853,0.395,0.0006799999999999999,0.00634,1.36327,36385,0.00246,0.1448,17458451,15742464,0.90171,14019458,0.80302,1723006,7951,67108,0.004529999999999999,6106,0.32445999999999997,21,0.00112,9394,0.49918,531,0.02822,0.39021999999999996,0.50178,0.34258,MMETSP1380
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1396.nt.fa.fixed.fa,24460,150,12912,19140207,752.55654,4250,6745,6,4213,37.25046,403,937,1403,2030,3788,0.43228,-0.00607,-0.00281,1.65723,28255,0.00148,0.14364000000000002,23194737,20867080,0.89965,16506656,0.7116600000000001,4360424,12043,75497,0.00394,8267,0.33798,81,0.00331,8585,0.35098,778,0.031810000000000005,0.27374,0.38766999999999996,0.44223999999999997,MMETSP1396
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1397.nt.fa.fixed.fa,15019,150,27196,19696958,1297.13004,1243,6894,36,9796,76.83344,689,1365,2111,3193,6003,0.48903,-0.0016699999999999998,0.00099,1.7248900000000003,1605,8e-05,0.21991999999999998,21188214,20810007,0.98215,19908488,0.9396,901519,6550,38430,0.00195,3396,0.22610999999999998,69,0.0045899999999999995,3661,0.24376,1771,0.11792000000000001,0.49322,0.5098199999999999,0.041069999999999995,MMETSP1397
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1428.nt.fa.fixed.fa,17951,150,12969,19245979,1047.14155,2605,6990,5,9895,82.29858,601,1309,1969,2862,4732,0.45878,-0.004,0.00056,1.76892,34348,0.0017800000000000001,0.18798,20917855,20026041,0.95737,17774229,0.84972,2251812,8607,74220,0.00386,5310,0.29581,82,0.00457,6765,0.37686,1212,0.06752000000000001,0.37684,0.44815,0.48417,MMETSP1428
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1429.nt.fa.fixed.fa,17791,150,9231,12465583,667.8308099999999,3399,4431,0,7753,75.42456,388,843,1205,1679,2819,0.46858999999999995,-0.0019399999999999999,0.00022999999999999998,1.80813,63346,0.0050799999999999994,0.13805,16927070,15650887,0.92461,14040082,0.82945,1610805,7008,93058,0.00747,3806,0.21393,26,0.00146,5087,0.28593,3190,0.1793,0.29702,0.31525,0.03506,MMETSP1429
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1432.nt.fa.fixed.fa,13066,150,7445,15142634,1145.81509,989,6651,0,9473,78.6484,736,1177,1594,2143,3146,0.48125,-0.00309,-0.0046,1.99482,20305,0.00134,0.21458000000000002,13280581,12765775,0.96124,11635403,0.8761200000000001,1130372,3663,35687,0.00236,2645,0.20243,23,0.00176,3465,0.26519000000000004,3609,0.27621,0.34085,0.34473000000000004,0.03241,MMETSP1432
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP0229.nt.fa.fixed.fa,572,150,1058,119522,103.08041999999999,352,1,0,0,87.12221,221,278,1058,1058,1058,0.53192,-0.0012,-0.00715,2.05306,50,0.00042,0.0445,30295222,8957058,0.29566,151123,0.00499,8805935,546,113,0.00095,33,0.05769,0,0.0,0,0.0,280,0.48951000000000006,7e-05,7e-05,0.17707,MMETSP0229
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1147.nt.fa.fixed.fa,1220,150,635,255906,113.50573999999999,685,0,0,2,85.30946999999999,215,259,382,635,635,0.48766000000000004,0.00116,0.012709999999999999,2.25143,0,0.0,0.044430000000000004,31528050,11176709,0.3545,406755,0.0129,10769954,1184,512,0.002,188,0.1541,0,0.0,14,0.011479999999999999,582,0.47705,0.00022999999999999998,0.00103,0.39966999999999997,MMETSP1147
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1148.nt.fa.fixed.fa,339,150,530,69015,93.20354,219,0,0,1,91.41664,217,284,530,530,530,0.5128,-0.01054,-0.0016699999999999998,2.13616,0,0.0,0.04301,29462369,11070628,0.37575,420797,0.014280000000000001,10649831,319,100,0.00145,30,0.0885,0,0.0,2,0.0059,175,0.51622,0.00021,0.0015199999999999999,0.29656,MMETSP1148
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1370.nt.fa.fixed.fa,44616,150,16415,33641969,729.35333,6358,11996,3,21197,81.94858,392,845,1268,1767,2855,0.53173,-0.00162,0.0022,1.8686900000000002,215338,0.0064,0.14351,17973354,14460160,0.80453,12450529,0.69272,2009631,13405,277618,0.00825,11097,0.24871999999999997,101,0.0022600000000000003,27644,0.6196,1169,0.0262,0.34469,0.4382,0.53288,MMETSP1370
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1371.nt.fa.fixed.fa,51910,150,16530,39940890,745.68443,7128,14432,2,23816,79.2647,414,854,1256,1750,2799,0.51951,-0.0015199999999999999,0.00122,1.87605,181973,0.00456,0.14656,19587198,16011838,0.8174600000000001,13552837,0.69192,2459001,15711,252228,0.00632,12385,0.23859,108,0.0020800000000000003,27930,0.53805,1713,0.033,0.33273,0.4341,0.47276999999999997,MMETSP1371
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1424.nt.fa.fixed.fa,21898,150,11618,19924814,893.46411,2080,7822,2,13196,89.3375,481,993,1433,1948,3017,0.59068,-0.00556,0.00299,1.95003,50760,0.00255,0.16775,18291361,16152948,0.8830899999999999,13527893,0.73958,2625055,10417,72148,0.0036200000000000004,4509,0.20590999999999998,14,0.00064,9478,0.43282,607,0.027719999999999998,0.38009,0.46976,0.47977,MMETSP1424
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1425.nt.fa.fixed.fa,24655,150,11692,22831172,908.1538800000001,2539,8885,3,14723,89.24184,492,1021,1482,2037,3180,0.59358,-0.0073,0.00237,1.9503,57989,0.0025399999999999997,0.16892000000000001,19963228,17617069,0.8824799999999999,14791076,0.74092,2825993,10629,81552,0.0035700000000000003,5078,0.20596,24,0.0009699999999999999,10776,0.43706999999999996,620,0.02515,0.38263,0.46483,0.44775,MMETSP1425
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1426.nt.fa.fixed.fa,39031,150,14925,36355154,910.258,4779,13775,7,22733,91.75849000000001,499,1045,1532,2136,3602,0.60082,-0.00938,0.0048,1.9464700000000001,2960,8e-05,0.16744,23076494,22089176,0.9572200000000001,20465019,0.8868299999999999,1624157,6464,58082,0.0016,6827,0.17490999999999998,58,0.00149,17256,0.44211000000000006,1780,0.0456,0.49901,0.56286,0.41263,MMETSP1426
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1385.nt.fa.fixed.fa,31293,150,14957,27826295,855.13498,6190,9598,11,14427,82.6752,450,1197,1833,2737,4968,0.45931000000000005,-0.00292,0.0017399999999999998,2.46415,63853,0.00229,0.15274000000000001,21983371,19602919,0.8917200000000001,14933292,0.6793,4669627,22830,126580,0.00455,12912,0.41262,138,0.00441,8989,0.28725,971,0.031030000000000002,0.21447,0.40048,0.49355,MMETSP1385
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1405.nt.fa.fixed.fa,18964,150,15826,23550381,1218.8162300000001,2540,8991,7,11443,77.82935,791,1446,2093,3038,4914,0.47115,-0.0028399999999999996,-0.00455,1.9296400000000002,60489,0.00257,0.21323000000000003,19195145,18205736,0.9484600000000001,15049927,0.78405,3155809,10283,100496,0.00427,6556,0.34571,75,0.00395,7930,0.41816000000000003,959,0.05057,0.35461,0.41243,0.36016,MMETSP1405
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1406.nt.fa.fixed.fa,18386,150,15758,24029954,1285.25476,2320,9193,14,11487,79.44539,839,1490,2164,3099,5108,0.47253,-0.00203,-0.00255,1.93133,57633,0.0024,0.22207,22776475,21676179,0.9516899999999999,17886171,0.7852899999999999,3790008,11172,95317,0.0039700000000000004,6241,0.33944,74,0.00402,7154,0.3891,748,0.04068,0.36453,0.43901999999999997,0.39449,MMETSP1406
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1407.nt.fa.fixed.fa,19378,150,14335,23794074,1205.15569,2564,9072,10,11644,78.02826,765,1436,2083,3021,4922,0.47148,-0.00375,-0.0036299999999999995,1.93107,61997,0.0026100000000000003,0.21116999999999997,19396555,18463549,0.9519,15817159,0.8154600000000001,2646390,10318,101896,0.00428,6673,0.34436,74,0.0038200000000000005,8287,0.42765,924,0.04768,0.39488,0.43771000000000004,0.26999,MMETSP1407
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1408.nt.fa.fixed.fa,18464,150,15791,25456905,1356.45093,2389,9542,17,11781,78.41753,882,1562,2276,3301,5437,0.47168000000000004,-0.002,-0.0030600000000000002,1.9328599999999998,45881,0.0018,0.23105,24394087,23412270,0.95975,19457335,0.7976300000000001,3954935,11670,84296,0.00331,6113,0.33108000000000004,93,0.00504,6010,0.3255,900,0.04874,0.38383,0.45271999999999996,0.39755,MMETSP1408
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1409.nt.fa.fixed.fa,18296,150,15809,25132442,1351.39315,2373,9425,18,11621,78.35166,882,1555,2276,3302,5491,0.47118999999999994,-0.00173,-0.00147,1.93228,45235,0.0018,0.23001999999999997,22212625,21266443,0.9574,17569175,0.79095,3697268,11623,85310,0.00339,6012,0.3286,102,0.00557,6347,0.34691,841,0.04597,0.37119,0.45082,0.43778,MMETSP1409
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1410.nt.fa.fixed.fa,18957,150,15702,25455131,1317.30954,2814,9458,14,11532,75.88651999999999,883,1576,2325,3341,5498,0.46951000000000004,-0.00428,-0.00278,1.93199,46510,0.00183,0.22499,23389651,22418204,0.95847,18598390,0.79515,3819814,10521,94119,0.0037,6509,0.34336,121,0.006379999999999999,6532,0.34457,1488,0.07849,0.34946,0.40421,0.37614000000000003,MMETSP1410
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1412.nt.fa.fixed.fa,19076,150,13688,25175591,1293.47038,2925,9425,4,11501,76.33623,877,1563,2297,3274,5271,0.46953999999999996,-0.00329,-0.0035299999999999997,1.9282700000000002,43146,0.0017100000000000001,0.22241999999999998,25586643,24498204,0.9574600000000001,20380186,0.79652,4118018,11313,90441,0.00359,6677,0.35002,124,0.0065,6665,0.34939000000000003,1578,0.08272,0.34536999999999995,0.36961,0.11182,MMETSP1412
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1413.nt.fa.fixed.fa,17777,150,15833,23072118,1278.44456,2004,8815,10,11448,81.59835,808,1441,2104,3058,4952,0.47431,-0.00099,-0.00027,1.9300400000000002,59034,0.00256,0.22189,18641448,17706785,0.94986,14865921,0.79747,2840864,10712,89156,0.00386,5799,0.32621,53,0.00298,6858,0.38578,561,0.031560000000000005,0.38523,0.48073999999999995,0.42455,MMETSP1413
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1414.nt.fa.fixed.fa,17922,150,13005,23907228,1313.93678,2078,9211,8,11530,79.792,853,1497,2168,3116,4862,0.47317,-0.00212,-0.0013599999999999999,1.93002,57158,0.0023899999999999998,0.22699999999999998,21203007,20203778,0.9528700000000001,17012779,0.80238,3190999,11265,89014,0.00372,5907,0.32959,47,0.00262,6441,0.35939,725,0.04045,0.38306999999999997,0.45282,0.39173,MMETSP1414
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1415.nt.fa.fixed.fa,18419,150,13858,23053691,1231.6561199999999,2134,8922,3,11617,80.69103,780,1410,2046,2919,4586,0.47412,-0.00292,-0.001,1.93015,57124,0.00248,0.21641999999999997,18933457,17963353,0.94876,15126550,0.79893,2836803,11002,86354,0.00375,6146,0.33368000000000003,49,0.00266,7242,0.39318000000000003,694,0.03768,0.39229,0.44233,0.35781999999999997,MMETSP1415
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1416.nt.fa.fixed.fa,18110,150,15902,25001219,1361.21629,2033,9287,18,11712,80.70357,857,1539,2269,3308,5581,0.47426,-0.0024,0.00058,1.9322,57084,0.00228,0.23065,22437943,21491989,0.9578399999999999,18176999,0.8101,3314990,9260,88020,0.00352,5677,0.31346999999999997,49,0.00271,6461,0.35675999999999997,666,0.03678,0.4151,0.46545,0.31561,MMETSP1416
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1417.nt.fa.fixed.fa,18011,150,15724,25055541,1371.73072,2025,9353,17,11625,79.79122,873,1553,2280,3299,5372,0.47248,-0.00146,-0.00218,1.9315099999999998,52212,0.0020800000000000003,0.2326,19747156,18913539,0.9577899999999999,15978629,0.80916,2934910,11652,85150,0.0034,5973,0.33163000000000004,53,0.00294,6349,0.35251,698,0.03875,0.40559,0.48508,0.44073999999999997,MMETSP1417
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1418.nt.fa.fixed.fa,18145,150,15676,25571348,1390.04365,2019,9590,20,11851,80.09345,888,1563,2283,3309,5504,0.47253,-0.0001,0.0018899999999999998,1.9316799999999998,53572,0.0021,0.23492,20713694,19874465,0.9594799999999999,16842929,0.81313,3031536,12004,83859,0.00328,5888,0.3245,53,0.00292,6233,0.34351,678,0.03737,0.42498,0.49993000000000004,0.44455,MMETSP1418
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1419.nt.fa.fixed.fa,18107,150,17663,25867337,1409.6766400000001,1993,9617,22,11869,79.17481,894,1593,2336,3389,5531,0.47208,-0.00072,0.00168,1.9326599999999998,53598,0.00207,0.23699,22294922,21423132,0.9609,18164009,0.81472,3259123,12117,84212,0.0032600000000000003,5919,0.32689,58,0.0032,6035,0.3333,843,0.046560000000000004,0.41995,0.47853999999999997,0.40543,MMETSP1419
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1420.nt.fa.fixed.fa,17977,150,15716,24784152,1358.6024400000001,2089,9277,12,11534,79.27781,869,1548,2270,3287,5368,0.47251000000000004,-0.00225,-0.00031,1.9326299999999998,55063,0.0022199999999999998,0.23105,24764398,23740809,0.95867,20141575,0.81333,3599234,11834,87489,0.0035299999999999997,5869,0.32647,60,0.0033399999999999997,6275,0.34906,808,0.04495,0.40478000000000003,0.4503,0.34093,MMETSP1420
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1422.nt.fa.fixed.fa,18194,150,15455,23988979,1298.49676,2109,9082,12,11542,80.03834,823,1484,2171,3163,5076,0.47313999999999995,-0.00328,-0.00078,1.93065,57611,0.0024,0.22364,20728032,19752849,0.95295,16416866,0.79201,3335983,11655,93752,0.00391,6069,0.33357,63,0.00346,7044,0.38716,662,0.03639,0.37790999999999997,0.44355,0.3839,MMETSP1422
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1175.nt.fa.fixed.fa,22967,150,13619,17807300,738.25315,4928,5897,8,8656,75.91575999999999,366,1024,1612,2553,5243,0.54709,-0.00223,0.0026,1.9847299999999999,49803,0.0028,0.13918,14648785,11975681,0.81752,9731545,0.66432,2244136,13370,123486,0.0069299999999999995,10352,0.45073,132,0.00575,10971,0.47768999999999995,926,0.04032,0.22152,0.36585,0.45792,MMETSP1175
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1309.nt.fa.fixed.fa,10966,150,10953,10697066,937.75278,2393,3896,2,5188,74.76486,609,1361,2019,2872,4743,0.51185,0.00137,0.00161,1.8269900000000001,29120,0.0027199999999999998,0.1689,21677948,20398877,0.941,17225543,0.79461,3173334,7773,65365,0.00611,4480,0.40854,123,0.01122,3016,0.27503,908,0.0828,0.26488,0.33085,0.41453999999999996,MMETSP1309
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1311.nt.fa.fixed.fa,9406,150,6431,7448018,763.20615,1553,2713,0,4508,75.02356,401,956,1467,2043,3319,0.60364,-0.0016899999999999999,-0.00265,2.0207200000000003,13234,0.0017800000000000001,0.14202,24937038,23731229,0.95165,19935370,0.79943,3795859,6105,29872,0.0040100000000000005,3090,0.32850999999999997,15,0.00159,2460,0.26154,2509,0.26674000000000003,0.21929,0.24838000000000002,0.3743,MMETSP1311
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1318.nt.fa.fixed.fa,20663,150,12471,20069129,950.2405699999999,2517,8278,4,12369,80.70506,595,1088,1494,2005,3240,0.49091,-0.00473,-0.00439,2.07652,39155,0.00195,0.17979,22290529,20975571,0.94101,17757374,0.7966300000000001,3218197,15482,78727,0.00392,6182,0.29918,50,0.00242,6855,0.33175,2119,0.10255,0.34389000000000003,0.39261,0.38444,MMETSP1318
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1320.nt.fa.fixed.fa,16322,150,32689,15071774,902.03841,2014,4965,27,9030,86.41965,464,984,1526,2467,5607,0.58563,-0.00636,-0.00233,1.8319400000000001,50180,0.0033299999999999996,0.15897,20696294,19532192,0.94375,16224611,0.78394,3307581,7760,74617,0.00495,4755,0.29131999999999997,30,0.0018399999999999998,6603,0.40455,853,0.05226,0.33786,0.35716,0.36501,MMETSP1320
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1433.nt.fa.fixed.fa,13557,150,21811,21934277,1601.49037,1306,7447,60,8904,71.65392,922,1773,2686,3923,6836,0.46476000000000006,-0.00245,0.00186,1.87237,3263,0.00015,0.25944,30856866,30382831,0.98464,29033124,0.9409,1349707,6098,57101,0.0026,3801,0.28037,131,0.00966,4436,0.32721,1664,0.12274000000000002,0.49038999999999994,0.51866,0.03574,MMETSP1433
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1170.nt.fa.fixed.fa,10027,150,9011,5316293,490.31904000000003,2330,1295,0,3563,81.77575999999999,297,608,895,1330,2734,0.6278199999999999,-0.00499,0.0047,2.24484,21136,0.00398,0.09948,6752471,5810601,0.86051,4773744,0.70696,1036857,4399,40746,0.007659999999999999,2187,0.21811,21,0.00209,3489,0.34796,785,0.07829,0.18043,0.34285,0.31489,MMETSP1170
/mnt/research/ged/lisa/mmetsp/imicrobe/nt/MMETSP1338.nt.fa.fixed.fa,55559,150,15296,52465124,921.09835,7464,19780,25,31130,87.57427,511,1101,1607,2273,4019,0.5373899999999999,-0.00253,-0.00028,1.86897,188881,0.0036,0.16924,25551835,21436073,0.8389200000000001,17155221,0.6713899999999999,4280852,22313,265872,0.00507,12568,0.22621,141,0.0025399999999999997,24424,0.4396,1333,0.02399,0.30559000000000003,0.45188999999999996,0.53828,MMETSP1338
