"","Run","SampleName.x","assembly.x","n_seqs.x","smallest.x","largest.x","n_bases.x","mean_len.x","n_under_200.x","n_over_1k.x","n_over_10k.x","n_with_orf.x","mean_orf_percent.x","n90.x","n70.x","n50.x","n30.x","n10.x","gc.x","gc_skew.x","at_skew.x","cpg_ratio.x","bases_n.x","proportion_n.x","linguistic_complexity.x","fragments","fragments_mapped","p_fragments_mapped","good_mappings","p_good_mapping","bad_mappings","potential_bridges","bases_uncovered","p_bases_uncovered","contigs_uncovbase","p_contigs_uncovbase","contigs_uncovered","p_contigs_uncovered","contigs_lowcovered","p_contigs_lowcovered","contigs_segmented","p_contigs_segmented","score","optimal_score","cutoff","assembly.y","n_seqs.y","smallest.y","largest.y","n_bases.y","mean_len.y","n_under_200.y","n_over_1k.y","n_over_10k.y","n_with_orf.y","mean_orf_percent.y","n90.y","n70.y","n50.y","n30.y","n10.y","gc.y","gc_skew.y","at_skew.y","cpg_ratio.y","bases_n.y","proportion_n.y","linguistic_complexity.y","CRBB_hits","n_contigs_with_CRBB","p_contigs_with_CRBB","rbh_per_reference","n_refs_with_CRBB","p_refs_with_CRBB","cov25","p_cov25","cov50","p_cov50","cov75","p_cov75","cov85","p_cov85","cov95","p_cov95","reference_coverage","ID","Complete","Fragmented","Missing","Total","Complete_BUSCO_perc","Input.Reads","Surviving.Reads","Percent.Surviving","Unique_kmers","Investigator","HighLevelClassification","Phylum","Class","Order","Family","Genus","Species","Strain","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","SampleName.y","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash"
"163","SRR1296791","MMETSP0146","/mnt/scratch/ljcohen/mmetsp/Prymnesium_polylepis/SRR1296791/trinity/trinity_out/Prymnesium_polylepis_SRR1296791.Trinity.fixed.fa",74296,201,9407,42391928,570.58157,0,9523,0,27257,87.12016,261,453,740,1165,2204,0.65609,0.01513,0.00388,2.3684,0,0,0.10639,18650913,16310909,0.87454,13644595,0.73158,2666314,42060,420434,0.00992,19165,0.25795,268,0.00361,54882,0.73869,3577,0.04815,0.32091,0.36778,0.37651,"/mnt/scratch/ljcohen/mmetsp/Prymnesium_polylepis/SRR1296791/trinity/Prymnesium_polylepis_SRR1296791.Trinity.fixed.fasta",74296,201,9407,42391928,570.58157,0,9523,0,27257,87.12016,261,453,740,1165,2204,0.65609,0.01513,0.00388,2.3684,0,0,0.10639,38287,38287,0.51533,1.06599,30341,0.84475,15293,0.42579,13857,0.38581,12001,0.33413,11239,0.31292,10062,0.28015,0.41998,"Prymnesium_polylepis_SRR1296791",160,91,178,429,0.372960373,18661217,18650913,99.94,32915423,"SonyaDyhrman","Haptophyta(Hacrobia,Chromalveolata)","Haptophyta","Prymnesiophyceae","Prymnesiales","Prymnesiaceae","Chrysochromulina","polylepis","CCMP1757","22-Jul-15","26-Jul-15",18661217,1866121700,18661217,100,1159,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296791","SRX551198",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618907","SAMN02740425","simple",72548,"Prymnesium polylepis","MMETSP0146",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","996FFF79A8A76ECCAA83A17CE66A266E","D3D625EE531B9795177F2DD57C5FE138"
"164","SRR1296792","MMETSP0147","/mnt/scratch/ljcohen/mmetsp/Prymnesium_polylepis/SRR1296792/trinity/trinity_out/Prymnesium_polylepis_SRR1296792.Trinity.fixed.fa",75038,201,9582,41033160,546.83174,0,8924,0,26317,88.85496,255,425,702,1118,2022,0.6561,0.01542,0.00557,2.3694,0,0,0.1031,19511845,17056112,0.87414,14147473,0.72507,2908639,43107,384918,0.00938,18309,0.244,287,0.00382,58394,0.77819,2613,0.03482,0.28837,0.3488,0.38758,"/mnt/scratch/ljcohen/mmetsp/Prymnesium_polylepis/SRR1296792/trinity/Prymnesium_polylepis_SRR1296792.Trinity.fixed.fasta",75038,201,9582,41033160,546.83174,0,8924,0,26317,88.85496,255,425,702,1118,2022,0.6561,0.01542,0.00557,2.3694,0,0,0.1031,34975,34975,0.4661,1.07308,27908,0.85626,14033,0.43055,12691,0.38938,10945,0.33581,10302,0.31608,9292,0.28509,0.42352,"Prymnesium_polylepis_SRR1296792",175,102,152,429,0.407925408,19522742,19511845,99.94,31994150,"SonyaDyhrman","Haptophyta(Hacrobia,Chromalveolata)","Haptophyta","Prymnesiophyceae","Prymnesiales","Prymnesiaceae","Chrysochromulina","polylepis","CCMP1757","22-Jul-15","26-Jul-15",19522742,1952274200,19522742,100,1204,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296792","SRX551199",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618908","SAMN02740426","simple",72548,"Prymnesium polylepis","MMETSP0147",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","2A44F62D32FA0F12106BDA31CE3BCE93","02A533F745D19E67500AFDB115E6EEF1"
"165","SRR1296793","MMETSP0367","/mnt/scratch/ljcohen/mmetsp/Scrippsiella_hangoei/SRR1296793/trinity/trinity_out/Scrippsiella_hangoei_SRR1296793.Trinity.fixed.fa",99755,201,7657,70704592,708.78244,0,23445,0,48220,91.86404,297,647,1071,1532,2326,0.61899,0.00644,0.00163,2.12456,0,0,0.13386,23109161,20200412,0.87413,16399656,0.70966,3800756,60116,442700,0.00626,25252,0.25314,328,0.00329,60612,0.60761,2756,0.02763,0.36997,0.46144,0.43734,"/mnt/scratch/ljcohen/mmetsp/Scrippsiella_hangoei/SRR1296793/trinity/Scrippsiella_hangoei_SRR1296793.Trinity.fixed.fasta",99755,201,7657,70704592,708.78244,0,23445,0,48220,91.86404,297,647,1071,1532,2326,0.61899,0.00644,0.00163,2.12456,0,0,0.13386,65539,65539,0.657,0.85515,52018,0.67873,26771,0.34931,23815,0.31074,20680,0.26983,19030,0.2483,16617,0.21682,0.32706,"Scrippsiella_hangoei_SRR1296793",254,40,135,429,0.592074592,23109623,23109161,100,65076394,"KarinRengefors","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Peridiniales","Peridiniaceae","Scrippsiella","hangoei-like","SHHI-4","22-Jul-15","26-Jul-15",23109623,2310962300,23109623,100,1467,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296793","SRX551200",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618909","SAMN02740233","simple",268821,"Scrippsiella hangoei","MMETSP0367",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","5FA661B4ACC6DCBC68231710B381FDB6","9E2EE93B1B72BEA3384A1600D950B013"
"166","SRR1296794","MMETSP0368","/mnt/scratch/ljcohen/mmetsp/Scrippsiella_hangoei/SRR1296794/trinity/trinity_out/Scrippsiella_hangoei_SRR1296794.Trinity.fixed.fa",100979,201,7489,69693312,690.17629,0,22789,0,47860,91.82991,292,620,1036,1488,2228,0.61857,0.00608,0.00163,2.1231,0,0,0.13129,22831112,19820379,0.86813,15943426,0.69832,3876953,61707,426495,0.00612,25543,0.25295,328,0.00325,62217,0.61614,2909,0.02881,0.35001,0.44917,0.47567,"/mnt/scratch/ljcohen/mmetsp/Scrippsiella_hangoei/SRR1296794/trinity/Scrippsiella_hangoei_SRR1296794.Trinity.fixed.fasta",100979,201,7489,69693312,690.17629,0,22789,0,47860,91.82991,292,620,1036,1488,2228,0.61857,0.00608,0.00163,2.1231,0,0,0.13129,65361,65361,0.64727,0.84459,52437,0.67759,27012,0.34905,24116,0.31162,20695,0.26742,18928,0.24459,16480,0.21295,0.32692,"Scrippsiella_hangoei_SRR1296794",252,48,129,429,0.587412587,22831746,22831112,100,70130927,"KarinRengefors","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Peridiniales","Peridiniaceae","Scrippsiella","hangoei-like","SHHI-4","22-Jul-15","26-Jul-15",22831746,2283174600,22831746,100,1451,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296794","SRX551201",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618910","SAMN02740234","simple",268821,"Scrippsiella hangoei","MMETSP0368",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","43ABD608DEF644D9BE82365E3EEC0001","9F28058DB8D4F7C2C90EF2B41E998F5F"
"167","SRR1296795","MMETSP0562","/mnt/scratch/ljcohen/mmetsp/Skeletonema_dohrnii/SRR1296795/trinity/trinity_out/Skeletonema_dohrnii_SRR1296795.Trinity.fixed.fa",32671,201,6820,23741237,726.67617,0,7664,0,13345,83.07794,285,670,1193,1792,2832,0.47072,0.01492,0.00747,1.88685,0,0,0.14056,25273060,23716050,0.93839,20763381,0.82156,2952669,17308,165448,0.00697,8210,0.25129,112,0.00343,20366,0.62337,2661,0.08145,0.33747,0.36457,0.39344,"/mnt/scratch/ljcohen/mmetsp/Skeletonema_dohrnii/SRR1296795/trinity/Skeletonema_dohrnii_SRR1296795.Trinity.fixed.fasta",32671,201,6820,23741237,726.67617,0,7664,0,13345,83.07794,285,670,1193,1792,2832,0.47072,0.01492,0.00747,1.88685,0,0,0.14056,17800,17800,0.54483,0.67452,14557,0.55163,7332,0.27784,6610,0.25048,5731,0.21717,5241,0.19861,4505,0.17072,0.25885,"Skeletonema_dohrnii_SRR1296795",225,62,142,429,0.524475524,25313777,25273060,99.84,25070074,"TatianaRynearson","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Skeletonema","dohrnii","SkelB","22-Jul-15","26-Jul-15",25313777,2531377700,25313777,100,1468,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296795","SRX551202",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618911","SAMN02740355","simple",267566,"Skeletonema dohrnii","MMETSP0562",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","93652411C92A0683DEEA2FC4E7E4D819","E430E2F074581F894FDC6D216FA0EA60"
"168","SRR1296796","MMETSP0369","/mnt/scratch/ljcohen/mmetsp/Scrippsiella_hangoei/SRR1296796/trinity/trinity_out/Scrippsiella_hangoei_SRR1296796.Trinity.fixed.fa",108330,201,8181,71426189,659.33896,0,22772,0,48745,91.0217,282,578,983,1413,2091,0.61612,0.00744,0.00095,2.12475,0,0,0.12689,24487906,21055664,0.85984,16891882,0.68981,4163782,63232,457554,0.00641,26765,0.24707,350,0.00323,66753,0.6162,3801,0.03509,0.34288,0.4249,0.45998,"/mnt/scratch/ljcohen/mmetsp/Scrippsiella_hangoei/SRR1296796/trinity/Scrippsiella_hangoei_SRR1296796.Trinity.fixed.fasta",108330,201,8181,71426189,659.33896,0,22772,0,48745,91.0217,282,578,983,1413,2091,0.61612,0.00744,0.00095,2.12475,0,0,0.12689,69505,69505,0.6416,0.85973,55843,0.69074,28945,0.35803,26000,0.3216,22597,0.27951,20835,0.25772,18173,0.22479,0.3409,"Scrippsiella_hangoei_SRR1296796",254,39,136,429,0.592074592,24488163,24487906,100,70018538,"KarinRengefors","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Peridiniales","Peridiniaceae","Scrippsiella","hangoei-like","SHHI-4","22-Jul-15","26-Jul-15",24488163,2448816300,24488163,100,1552,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296796","SRX551203",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618912","SAMN02740235","simple",268821,"Scrippsiella hangoei","MMETSP0369",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","CFE2FD106C86F907113342619D6CEB33","835AA398E2F5C6E3FB44CEBD2C878A67"
"169","SRR1296797","MMETSP0414","/mnt/scratch/ljcohen/mmetsp/Heterosigma_akashiwo/SRR1296797/trinity/trinity_out/Heterosigma_akashiwo_SRR1296797.Trinity.fixed.fa",41389,201,10047,23195337,560.42275,0,5244,1,13326,79.77076,261,445,726,1131,1983,0.55991,0.01614,0.00871,2.05482,0,0,0.10943,17339891,15163613,0.87449,12806782,0.73857,2356831,21524,221973,0.00957,10277,0.2483,237,0.00573,30620,0.73981,1833,0.04429,0.33048,0.35571,0.26005,"/mnt/scratch/ljcohen/mmetsp/Heterosigma_akashiwo/SRR1296797/trinity/Heterosigma_akashiwo_SRR1296797.Trinity.fixed.fasta",41389,201,10047,23195337,560.42275,0,5244,1,13326,79.77076,261,445,726,1131,1983,0.55991,0.01614,0.00871,2.05482,0,0,0.10943,21795,21795,0.52659,0.80442,18281,0.67473,9224,0.34044,8465,0.31243,7334,0.27069,6686,0.24677,5616,0.20728,0.30338,"Heterosigma_akashiwo_SRR1296797",109,115,205,429,0.254079254,17370776,17339891,99.82,23299235,"SusanneMenden-Deuer","Stramenopila(SAR,Chromalveolata)","Ochrophyta","Raphidophyceae","Chattonellales","Chattonellaceae","Heterosigma","akashiwo","NB","22-Jul-15","26-Jul-15",17370776,1737077600,17370776,100,953,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296797","SRX551204",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618913","SAMN02740337","simple",2829,"Heterosigma akashiwo","MMETSP0414",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","23D62BD4F3BDD7568199413297FB0ACE","7CFADE92B4D1CAFCC4D7780F879FD673"
"170","SRR1296798","MMETSP0415","/mnt/scratch/ljcohen/mmetsp/Heterosigma_akashiwo/SRR1296798/trinity/trinity_out/Heterosigma_akashiwo_SRR1296798.Trinity.fixed.fa",45051,201,8166,23904433,530.60827,0,4936,0,13669,80.19852,257,421,659,1011,1722,0.54977,0.01655,0.00973,2.03545,0,0,0.10605,17671219,15424836,0.87288,13098237,0.74122,2326599,22523,221706,0.00927,11007,0.24432,230,0.00511,32755,0.72706,2185,0.0485,0.33722,0.35673,0.19527,"/mnt/scratch/ljcohen/mmetsp/Heterosigma_akashiwo/SRR1296798/trinity/Heterosigma_akashiwo_SRR1296798.Trinity.fixed.fasta",45051,201,8166,23904433,530.60827,0,4936,0,13669,80.19852,257,421,659,1011,1722,0.54977,0.01655,0.00973,2.03545,0,0,0.10605,22937,22937,0.50913,0.80665,19711,0.6932,9998,0.35161,9207,0.32379,8038,0.28268,7269,0.25564,6112,0.21495,0.31106,"Heterosigma_akashiwo_SRR1296798",107,117,205,429,0.249417249,17703099,17671219,99.82,24013502,"SusanneMenden-Deuer","Stramenopila(SAR,Chromalveolata)","Ochrophyta","Raphidophyceae","Chattonellales","Chattonellaceae","Heterosigma","akashiwo","NB","22-Jul-15","26-Jul-15",17703099,1770309900,17703099,100,969,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296798","SRX551205",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618914","SAMN02740338","simple",2829,"Heterosigma akashiwo","MMETSP0415",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","6050753A6F51E4253A3F091BA4436710","D82DDD3C137FDEC235F2D518B30EED9E"
"171","SRR1296799","MMETSP0416","/mnt/scratch/ljcohen/mmetsp/Heterosigma_akashiwo/SRR1296799/trinity/trinity_out/Heterosigma_akashiwo_SRR1296799.Trinity.fixed.fa",49587,201,16119,28664964,578.07417,0,6952,2,16595,78.36316,269,475,755,1132,1874,0.51886,0.01796,0.01146,1.90817,0,0,0.11539,40556249,36881222,0.90938,31858106,0.78553,5023116,27910,349601,0.0122,13723,0.27675,405,0.00817,24552,0.49513,3815,0.07694,0.30265,0.36813,0.31292,"/mnt/scratch/ljcohen/mmetsp/Heterosigma_akashiwo/SRR1296799/trinity/Heterosigma_akashiwo_SRR1296799.Trinity.fixed.fasta",49587,201,16119,28664964,578.07417,0,6952,2,16595,78.36316,269,475,755,1132,1874,0.51886,0.01796,0.01146,1.90817,0,0,0.11539,35637,35637,0.71868,0.71403,30514,0.61138,15490,0.31036,14084,0.28219,11979,0.24001,10629,0.21296,8495,0.17021,0.27396,"Heterosigma_akashiwo_SRR1296799",157,127,145,429,0.365967366,40620574,40556249,99.84,24525731,"SusanneMenden-Deuer","Stramenopila(SAR,Chromalveolata)","Ochrophyta","Raphidophyceae","Chattonellales","Chattonellaceae","Heterosigma","akashiwo","NB","22-Jul-15","26-Jul-15",40620574,4062057400,40620574,100,2557,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296799","SRX551206",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618916","SAMN02740339","simple",2829,"Heterosigma akashiwo","MMETSP0416",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","764CED74A8852BCDE2FDCE428DF6AE3E","CC13D030A680CC4A6E077FF6A603E01D"
"172","SRR1296800","MMETSP0603","/mnt/scratch/ljcohen/mmetsp/Skeletonema_menzellii/SRR1296800/trinity/trinity_out/Skeletonema_menzellii_SRR1296800.Trinity.fixed.fa",21807,201,12242,23410605,1073.53625,0,8556,1,12840,83.01827,470,1092,1670,2431,3954,0.45255,0.01105,0.00733,1.81305,0,0,0.19478,28861835,27803766,0.96334,25542837,0.885,2260929,13664,142048,0.00607,5459,0.25033,99,0.00454,9855,0.45192,1123,0.0515,0.46878,0.53474,0.34336,"/mnt/scratch/ljcohen/mmetsp/Skeletonema_menzellii/SRR1296800/trinity/Skeletonema_menzellii_SRR1296800.Trinity.fixed.fasta",21807,201,12242,23410605,1073.53625,0,8556,1,12840,83.01827,470,1092,1670,2431,3954,0.45255,0.01105,0.00733,1.81305,0,0,0.19478,8,8,0.00037,0.00043,6,0.00032,1,5e-05,1,5e-05,1,5e-05,1,5e-05,0,0,7e-05,"Skeletonema_menzellii_SRR1296800",219,35,175,429,0.51048951,28887235,28861835,99.91,19150719,"TatianaRynearson","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Skeletonema","menzelii","CCMP793","22-Jul-15","26-Jul-15",28887235,2888723500,28887235,100,1909,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296800","SRX551207",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618915","SAMN02740055","simple",216823,"Skeletonema menzellii","MMETSP0603",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","42EFC0AC90AAB863F141A831C8A99FDF","68743108A194DBBDD0CB55AB0B57A01A"
"173","SRR1296801","MMETSP0604","/mnt/scratch/ljcohen/mmetsp/Skeletonema_menzellii/SRR1296801/trinity/trinity_out/Skeletonema_menzellii_SRR1296801.Trinity.fixed.fa",24447,201,9246,24735045,1011.78243,0,8814,0,13617,80.53311,422,1026,1596,2371,3851,0.45246,0.00958,0.00431,1.81287,0,0,0.18549,30791197,29820635,0.96848,27600879,0.89639,2219756,14559,176533,0.00714,6393,0.2615,120,0.00491,12151,0.49703,1626,0.06651,0.49095,0.50494,0.04183,"/mnt/scratch/ljcohen/mmetsp/Skeletonema_menzellii/SRR1296801/trinity/Skeletonema_menzellii_SRR1296801.Trinity.fixed.fasta",24447,201,9246,24735045,1011.78243,0,8814,0,13617,80.53311,422,1026,1596,2371,3851,0.45246,0.00958,0.00431,1.81287,0,0,0.18549,131,131,0.00536,0.00744,112,0.00636,58,0.0033,50,0.00284,47,0.00267,45,0.00256,38,0.00216,0.00155,"Skeletonema_menzellii_SRR1296801",262,42,125,429,0.610722611,30840898,30791197,99.84,20534834,"TatianaRynearson","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Skeletonema","menzelii","CCMP793","22-Jul-15","26-Jul-15",30840898,3084089800,30840898,100,2033,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296801","SRX551208",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618917","SAMN02740056","simple",216823,"Skeletonema menzellii","MMETSP0604",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","C5AA395A2C18EC8492FCC50D39637C05","DBF0D1B90797EEAB252D383135B52E82"
"174","SRR1296802","MMETSP0809","/mnt/scratch/ljcohen/mmetsp/Eutreptiella_gymnastica/SRR1296802/trinity/trinity_out/Eutreptiella_gymnastica_SRR1296802.Trinity.fixed.fa",68354,201,14238,36906015,539.92473,0,8136,2,12921,71.28301,242,383,717,1420,2746,0.5515,0.01438,0.00048,1.77657,0,0,0.10708,19620623,16717109,0.85202,14745962,0.75155,1971147,33818,250992,0.0068,14898,0.21795,139,0.00203,58414,0.85458,1522,0.02227,0.31726,0.4544,0.64013,"/mnt/scratch/ljcohen/mmetsp/Eutreptiella_gymnastica/SRR1296802/trinity/Eutreptiella_gymnastica_SRR1296802.Trinity.fixed.fasta",68354,201,14238,36906015,539.92473,0,8136,2,12921,71.28301,242,383,717,1420,2746,0.5515,0.01438,0.00048,1.77657,0,0,0.10708,23208,23208,0.33953,1.16092,17171,0.85894,9286,0.46451,8318,0.41609,7105,0.35541,6691,0.3347,6123,0.30629,0.46351,"Eutreptiella_gymnastica_SRR1296802",139,74,216,429,0.324009324,19621118,19620623,100,35189414,"DavidCaron","Euglenozoa(Excavata)","Euglenozoa","Euglenida","Eutreptiales","Eutreptiaceae","Eutreptiella","gymnastica-like","CCMP1594","22-Jul-15","26-Jul-15",19621118,1962111800,19621118,100,1215,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296802","SRX551209",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618918","SAMN02740100","simple",73025,"Eutreptiella gymnastica","MMETSP0809",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","09FD150ADB0CAABF506A3505DBCD0ADC","1DA42F4C7713EC3C137ECDE0BB6B7253"
"175","SRR1296803","MMETSP0885","/mnt/scratch/ljcohen/mmetsp/Pelagococcus_subviridis/SRR1296803/trinity/trinity_out/Pelagococcus_subviridis_SRR1296803.Trinity.fixed.fa",33137,201,14887,25356907,765.21432,0,7387,22,16690,83.3023,329,664,1089,1717,3406,0.65988,0.0033,0.00169,2.61105,0,0,0.12759,21489429,19843225,0.92339,17573750,0.81779,2269475,23485,500961,0.01976,11459,0.34581,313,0.00945,15639,0.47195,2050,0.06186,0.3759,0.47966,0.4925,"/mnt/scratch/ljcohen/mmetsp/Pelagococcus_subviridis/SRR1296803/trinity/Pelagococcus_subviridis_SRR1296803.Trinity.fixed.fasta",33137,201,14887,25356907,765.21432,0,7387,22,16690,83.3023,329,664,1089,1717,3406,0.65988,0.0033,0.00169,2.61105,0,0,0.12759,25829,25829,0.77946,1.06983,19452,0.8057,10194,0.42223,9166,0.37965,7760,0.32142,7175,0.29719,6287,0.26041,0.42021,"Pelagococcus_subviridis_SRR1296803",182,95,152,429,0.424242424,21496063,21489429,99.97,21593855,"ChristopherGobler","Stramenopila(SAR,Chromalveolata)","Ochrophyta","Pelagophyceae","Pelagomonadales","Pelagomonodaceae","Pelagococcus","subviridis","CCMP1429","22-Jul-15","26-Jul-15",21496063,2149606300,21496063,100,1328,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296803","SRX551210",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618919","SAMN02740024","simple",35679,"Pelagococcus subviridis","MMETSP0885",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","18A49309A3CCBC745AF0E81E0B3F5B39","86C1AF4AD482765FD6CE3734A5F97CDC"
"176","SRR1296804","MMETSP0696","/mnt/scratch/ljcohen/mmetsp/Extubocellulus_spinifer/SRR1296804/trinity/trinity_out/Extubocellulus_spinifer_SRR1296804.Trinity.fixed.fa",28133,201,14478,34290049,1218.85505,0,12679,15,17642,80.70521,572,1235,1840,2725,4807,0.51803,0.00676,0.0045,2.03795,0,0,0.21666,22060233,21126873,0.95769,19040176,0.8631,2086697,19597,247270,0.00721,9429,0.33516,140,0.00498,10629,0.37781,1706,0.06064,0.47731,0.52396,0.38242,"/mnt/scratch/ljcohen/mmetsp/Extubocellulus_spinifer/SRR1296804/trinity/Extubocellulus_spinifer_SRR1296804.Trinity.fixed.fasta",28133,201,14478,34290049,1218.85505,0,12679,15,17642,80.70521,572,1235,1840,2725,4807,0.51803,0.00676,0.0045,2.03795,0,0,0.21666,23272,23272,0.82721,0.62699,18638,0.50214,9068,0.24431,7991,0.21529,6842,0.18434,6252,0.16844,5322,0.14338,0.21652,"Extubocellulus_spinifer_SRR1296804",303,20,106,429,0.706293706,22150370,22060233,99.59,31079382,"SarahSmith","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Cymatosirales","Cymatosiraceae","Extubocellulus","spinifer","CCMP396","22-Jul-15","26-Jul-15",22150370,2215037000,22150370,100,1357,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296804","SRX551211",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618920","SAMN02739993","simple",265572,"Extubocellulus spinifer","MMETSP0696",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","7B31AD8B28F999C2B1A89FE5E1AA8311","515BDA5D94CAB4090FD271CA85CCF64C"
